year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,3,AS,Alaska Airlines Inc.,TPA,"Tampa, FL: Tampa International",80.00,22.00,4.18,2.47,8.23,1.00,6.12,0.00,0.00,1327.00,215.00,425.00,323.00,26.00,338.00
2023,3,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",31.00,6.00,2.00,0.00,2.73,0.00,1.27,0.00,0.00,228.00,135.00,0.00,60.00,0.00,33.00
2023,3,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",62.00,7.00,0.57,0.80,0.80,0.00,4.83,2.00,2.00,345.00,25.00,48.00,37.00,0.00,235.00
2023,3,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",62.00,16.00,2.09,3.81,2.93,0.00,7.17,2.00,3.00,904.00,100.00,249.00,177.00,0.00,378.00
2023,3,B6,JetBlue Airways,ABQ,"Albuquerque, NM: Albuquerque International Sunport",6.00,6.00,3.87,0.00,2.10,0.00,0.03,0.00,0.00,306.00,177.00,0.00,128.00,0.00,1.00
2023,3,B6,JetBlue Airways,ALB,"Albany, NY: Albany International",62.00,21.00,10.90,0.00,3.08,0.00,7.02,3.00,0.00,1841.00,1106.00,0.00,87.00,0.00,648.00
2023,3,B6,JetBlue Airways,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",279.00,113.00,61.28,1.61,17.93,1.95,30.23,7.00,0.00,8930.00,4989.00,131.00,993.00,81.00,2736.00
2023,3,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",93.00,33.00,14.23,0.00,10.79,0.00,7.98,1.00,0.00,2315.00,1344.00,0.00,458.00,0.00,513.00
2023,3,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",434.00,143.00,58.81,0.41,30.56,1.82,51.40,10.00,0.00,11786.00,5579.00,24.00,1209.00,128.00,4846.00
2023,3,B6,JetBlue Airways,BNA,"Nashville, TN: Nashville International",238.00,93.00,29.74,0.88,34.31,0.00,28.07,4.00,1.00,6415.00,2222.00,138.00,1778.00,0.00,2277.00
2023,3,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",4189.00,1093.00,397.41,9.73,184.36,1.46,500.04,92.00,8.00,84631.00,30753.00,892.00,7282.00,46.00,45658.00
2023,3,B6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",93.00,31.00,15.04,0.00,2.99,0.00,12.97,0.00,1.00,1993.00,1024.00,0.00,110.00,0.00,859.00
2023,3,B6,JetBlue Airways,BTV,"Burlington, VT: Burlington International",93.00,38.00,16.32,0.00,11.26,0.00,10.42,2.00,0.00,2242.00,836.00,0.00,314.00,0.00,1092.00
2023,3,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",307.00,104.00,53.32,1.00,19.23,0.00,30.45,7.00,0.00,7956.00,4011.00,31.00,729.00,0.00,3185.00
2023,3,B6,JetBlue Airways,BUR,"Burbank, CA: Bob Hope",31.00,17.00,5.78,0.00,6.78,0.00,4.44,1.00,4.00,952.00,327.00,0.00,339.00,0.00,286.00
2023,3,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",87.00,14.00,10.90,0.00,1.31,0.00,1.79,2.00,0.00,1030.00,819.00,0.00,62.00,0.00,149.00
2023,3,B6,JetBlue Airways,BZN,"Bozeman, MT: Bozeman Yellowstone International",26.00,7.00,4.45,0.39,1.21,0.00,0.95,0.00,0.00,498.00,229.00,28.00,57.00,0.00,184.00
2023,3,B6,JetBlue Airways,CHS,"Charleston, SC: Charleston AFB/International",248.00,71.00,32.80,0.00,14.71,0.00,23.49,2.00,0.00,4896.00,2604.00,0.00,558.00,0.00,1734.00
2023,3,B6,JetBlue Airways,CLE,"Cleveland, OH: Cleveland-Hopkins International",82.00,17.00,9.98,0.00,2.62,0.00,4.40,2.00,0.00,875.00,519.00,0.00,75.00,0.00,281.00
2023,3,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",53.00,8.00,1.96,0.20,4.81,0.00,1.03,1.00,1.00,505.00,270.00,5.00,110.00,0.00,120.00
2023,3,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",889.00,232.00,89.41,1.47,70.94,0.12,70.05,4.00,2.00,14844.00,6311.00,48.00,3027.00,25.00,5433.00
2023,3,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",153.00,61.00,21.75,0.00,20.07,0.00,19.18,1.00,1.00,4166.00,1919.00,0.00,916.00,0.00,1331.00
2023,3,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",62.00,25.00,8.81,0.00,10.09,0.00,6.10,0.00,1.00,1606.00,710.00,0.00,424.00,0.00,472.00
2023,3,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",182.00,69.00,33.69,0.00,17.77,0.00,17.55,4.00,0.00,4921.00,2286.00,0.00,827.00,0.00,1808.00
2023,3,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",698.00,198.00,76.74,2.29,48.83,0.00,70.14,6.00,1.00,15372.00,6585.00,356.00,2320.00,0.00,6111.00
2023,3,B6,JetBlue Airways,EYW,"Key West, FL: Key West International",31.00,4.00,3.13,0.00,0.87,0.00,0.00,0.00,0.00,218.00,173.00,0.00,45.00,0.00,0.00
2023,3,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1814.00,578.00,216.06,3.57,147.30,0.53,210.54,23.00,2.00,44427.00,20326.00,298.00,7400.00,23.00,16380.00
2023,3,B6,JetBlue Airways,HDN,"Hayden, CO: Yampa Valley",26.00,4.00,2.98,0.00,1.00,0.00,0.02,0.00,2.00,138.00,111.00,0.00,25.00,0.00,2.00
2023,3,B6,JetBlue Airways,HPN,"White Plains, NY: Westchester County",434.00,171.00,61.08,3.95,46.44,0.71,58.81,6.00,3.00,12472.00,4959.00,445.00,2051.00,30.00,4987.00
2023,3,B6,JetBlue Airways,IAH,"Houston, TX: George Bush Intercontinental/Houston",85.00,30.00,15.65,0.00,13.42,0.00,0.93,1.00,0.00,1581.00,1022.00,0.00,504.00,0.00,55.00
2023,3,B6,JetBlue Airways,JAX,"Jacksonville, FL: Jacksonville International",245.00,78.00,34.47,0.00,11.04,1.00,31.49,2.00,0.00,4751.00,1964.00,0.00,455.00,17.00,2315.00
2023,3,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",4372.00,1384.00,468.62,13.55,267.52,6.61,627.69,81.00,8.00,112342.00,42085.00,2056.00,11592.00,245.00,56364.00
2023,3,B6,JetBlue Airways,LAS,"Las Vegas, NV: Harry Reid International",279.00,124.00,38.97,1.61,41.71,0.50,41.21,7.00,2.00,8874.00,3097.00,156.00,1887.00,31.00,3703.00
2023,3,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",1000.00,425.00,109.78,1.57,184.01,0.22,129.41,6.00,8.00,28904.00,9304.00,155.00,7249.00,11.00,12185.00
2023,3,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",1526.00,433.00,148.20,1.57,125.43,0.59,157.21,20.00,4.00,31831.00,10723.00,124.00,6122.00,13.00,14849.00
2023,3,B6,JetBlue Airways,MCI,"Kansas City, MO: Kansas City International",62.00,19.00,8.78,0.18,8.68,0.00,1.36,2.00,0.00,783.00,474.00,4.00,237.00,0.00,68.00
2023,3,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1610.00,612.00,198.07,1.32,178.40,1.36,232.86,32.00,2.00,51046.00,17224.00,217.00,9699.00,318.00,23588.00
2023,3,B6,JetBlue Airways,MIA,"Miami, FL: Miami International",310.00,104.00,54.62,0.00,29.60,0.00,19.79,7.00,0.00,7187.00,4377.00,0.00,1469.00,0.00,1341.00
2023,3,B6,JetBlue Airways,MKE,"Milwaukee, WI: General Mitchell International",62.00,21.00,9.17,0.00,3.36,0.55,7.92,1.00,0.00,1356.00,550.00,0.00,86.00,12.00,708.00
2023,3,B6,JetBlue Airways,MSP,"Minneapolis, MN: Minneapolis-St Paul International",43.00,12.00,3.14,0.00,5.33,0.00,3.53,0.00,0.00,552.00,162.00,0.00,180.00,0.00,210.00
2023,3,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",170.00,45.00,16.96,1.00,17.38,0.00,9.66,1.00,1.00,2184.00,1143.00,65.00,505.00,0.00,471.00
2023,3,B6,JetBlue Airways,ONT,"Ontario, CA: Ontario International",31.00,24.00,6.52,0.00,11.98,0.49,5.01,0.00,0.00,1608.00,626.00,0.00,551.00,19.00,412.00
2023,3,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",62.00,17.00,10.08,0.00,2.88,0.00,4.04,1.00,0.00,1157.00,583.00,0.00,274.00,0.00,300.00
2023,3,B6,JetBlue Airways,ORH,"Worcester, MA: Worcester Regional",93.00,32.00,14.95,0.00,9.21,0.00,7.84,6.00,0.00,1306.00,606.00,0.00,271.00,0.00,429.00
2023,3,B6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",1051.00,341.00,106.30,0.81,153.41,0.00,80.47,11.00,2.00,24527.00,8252.00,88.00,8971.00,0.00,7216.00
2023,3,B6,JetBlue Airways,PDX,"Portland, OR: Portland International",6.00,2.00,0.33,0.00,1.00,0.00,0.67,0.00,0.00,40.00,7.00,0.00,19.00,0.00,14.00
2023,3,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",112.00,28.00,18.91,0.00,0.93,0.00,8.16,3.00,0.00,1651.00,1169.00,0.00,54.00,0.00,428.00
2023,3,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",89.00,42.00,16.17,0.00,18.52,0.76,6.55,0.00,1.00,2571.00,1371.00,0.00,694.00,39.00,467.00
2023,3,B6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",107.00,23.00,11.41,0.00,4.94,0.00,6.65,3.00,1.00,1438.00,731.00,0.00,173.00,0.00,534.00
2023,3,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",62.00,33.00,16.95,0.00,3.04,0.00,13.01,0.00,0.00,2586.00,1231.00,0.00,172.00,0.00,1183.00
2023,3,B6,JetBlue Airways,PSP,"Palm Springs, CA: Palm Springs International",31.00,20.00,6.55,0.00,5.37,0.95,7.13,0.00,0.00,1439.00,482.00,0.00,238.00,80.00,639.00
2023,3,B6,JetBlue Airways,PVD,"Providence, RI: Rhode Island Tf Green International",124.00,40.00,19.50,0.25,7.67,0.00,12.59,1.00,0.00,3391.00,1932.00,11.00,296.00,0.00,1152.00
2023,3,B6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",272.00,108.00,54.20,1.39,20.97,0.00,31.44,2.00,0.00,8009.00,4575.00,63.00,912.00,0.00,2459.00
2023,3,B6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",186.00,52.00,22.98,1.22,9.11,0.78,17.92,5.00,0.00,3813.00,1712.00,299.00,429.00,31.00,1342.00
2023,3,B6,JetBlue Airways,RNO,"Reno, NV: Reno/Tahoe International",56.00,36.00,19.19,1.00,7.73,0.00,8.08,0.00,4.00,2842.00,1575.00,141.00,394.00,0.00,732.00
2023,3,B6,JetBlue Airways,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",93.00,34.00,15.06,1.00,5.99,0.00,11.95,1.00,0.00,1795.00,803.00,217.00,201.00,0.00,574.00
2023,3,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",401.00,131.00,60.64,0.96,30.47,0.66,38.27,6.00,1.00,11086.00,5241.00,45.00,1846.00,19.00,3935.00
2023,3,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",186.00,62.00,19.96,0.18,35.63,0.00,6.23,0.00,2.00,3037.00,1280.00,30.00,1327.00,0.00,400.00
2023,3,B6,JetBlue Airways,SAT,"San Antonio, TX: San Antonio International",62.00,25.00,15.25,0.86,6.12,0.00,2.78,0.00,0.00,1357.00,984.00,18.00,236.00,0.00,119.00
2023,3,B6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",155.00,45.00,21.50,0.33,6.43,0.00,16.74,1.00,0.00,4027.00,2367.00,39.00,246.00,0.00,1375.00
2023,3,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",68.00,15.00,12.98,0.00,0.78,0.00,1.24,0.00,0.00,1447.00,1324.00,0.00,37.00,0.00,86.00
2023,3,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",438.00,176.00,44.84,0.36,104.45,0.26,26.09,2.00,2.00,11116.00,3782.00,30.00,5169.00,5.00,2130.00
2023,3,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",6.00,4.00,0.68,0.00,2.82,0.00,0.50,0.00,0.00,126.00,17.00,0.00,99.00,0.00,10.00
2023,3,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",756.00,253.00,138.18,2.18,26.07,1.19,85.38,7.00,0.00,18882.00,10120.00,97.00,1217.00,58.00,7390.00
2023,3,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",197.00,110.00,41.34,3.21,34.24,0.70,30.51,1.00,5.00,7160.00,2815.00,155.00,1329.00,15.00,2846.00
2023,3,B6,JetBlue Airways,SMF,"Sacramento, CA: Sacramento International",31.00,19.00,5.88,0.00,7.46,0.00,5.65,1.00,0.00,989.00,334.00,0.00,299.00,0.00,356.00
2023,3,B6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",97.00,25.00,9.45,0.00,10.06,0.00,5.49,0.00,0.00,2187.00,669.00,0.00,531.00,0.00,987.00
2023,3,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",35.00,9.00,6.97,0.00,1.99,0.00,0.04,1.00,1.00,378.00,301.00,0.00,75.00,0.00,2.00
2023,3,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",93.00,43.00,23.85,1.08,6.28,0.00,11.79,2.00,0.00,3702.00,2194.00,110.00,278.00,0.00,1120.00
2023,3,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",519.00,184.00,80.20,0.65,46.76,1.12,55.28,11.00,1.00,12415.00,5494.00,13.00,2400.00,29.00,4479.00
2023,3,DL,Delta Air Lines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",115.00,34.00,16.60,0.00,10.18,0.00,7.22,1.00,0.00,1490.00,742.00,0.00,455.00,0.00,293.00
2023,3,DL,Delta Air Lines Inc.,ALB,"Albany, NY: Albany International",89.00,19.00,6.04,2.52,4.23,0.00,6.21,1.00,0.00,1290.00,485.00,105.00,206.00,0.00,494.00
2023,3,DL,Delta Air Lines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",141.00,27.00,20.73,0.00,3.74,0.00,2.53,1.00,0.00,2000.00,1776.00,0.00,125.00,0.00,99.00
2023,3,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",18504.00,3153.00,805.86,108.33,848.24,1.56,1389.01,257.00,42.00,245487.00,94114.00,13518.00,43005.00,136.00,94714.00
2023,3,DL,Delta Air Lines Inc.,ATW,"Appleton, WI: Appleton International",31.00,5.00,2.00,1.24,1.76,0.00,0.00,0.00,0.00,147.00,35.00,57.00,55.00,0.00,0.00
2023,3,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",827.00,197.00,75.14,2.66,61.71,0.00,57.49,14.00,1.00,11497.00,5986.00,243.00,2283.00,0.00,2985.00
2023,3,DL,Delta Air Lines Inc.,AVL,"Asheville, NC: Asheville Regional",166.00,29.00,15.97,1.18,2.79,0.00,9.05,0.00,0.00,2404.00,1674.00,103.00,113.00,0.00,514.00
2023,3,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",294.00,54.00,29.64,1.19,8.18,0.00,15.00,7.00,0.00,4468.00,3237.00,57.00,300.00,0.00,874.00
2023,3,DL,Delta Air Lines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",231.00,47.00,28.69,2.67,5.62,0.00,10.03,10.00,0.00,2724.00,1518.00,145.00,272.00,0.00,789.00
2023,3,DL,Delta Air Lines Inc.,BIL,"Billings, MT: Billings Logan International",62.00,15.00,6.37,0.00,6.69,0.00,1.94,0.00,0.00,580.00,327.00,0.00,194.00,0.00,59.00
2023,3,DL,Delta Air Lines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",31.00,7.00,4.27,0.00,1.96,0.00,0.78,1.00,0.00,908.00,776.00,0.00,78.00,0.00,54.00
2023,3,DL,Delta Air Lines Inc.,BNA,"Nashville, TN: Nashville International",703.00,140.00,71.61,8.21,35.36,0.00,24.82,18.00,3.00,8510.00,4769.00,771.00,1436.00,0.00,1534.00
2023,3,DL,Delta Air Lines Inc.,BOI,"Boise, ID: Boise Air Terminal",183.00,50.00,21.18,1.83,13.77,0.00,13.22,7.00,0.00,3106.00,1864.00,40.00,563.00,0.00,639.00
2023,3,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",2175.00,425.00,157.06,15.45,79.87,0.00,172.62,61.00,0.00,31681.00,13062.00,3220.00,3793.00,0.00,11606.00
2023,3,DL,Delta Air Lines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",66.00,7.00,2.46,1.42,1.95,0.00,1.17,0.00,0.00,406.00,209.00,66.00,75.00,0.00,56.00
2023,3,DL,Delta Air Lines Inc.,BTV,"Burlington, VT: Burlington International",31.00,4.00,1.02,0.00,1.50,0.00,1.48,0.00,0.00,365.00,154.00,0.00,73.00,0.00,138.00
2023,3,DL,Delta Air Lines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",237.00,39.00,15.87,1.03,7.05,0.00,15.05,3.00,0.00,2485.00,647.00,71.00,1026.00,0.00,741.00
2023,3,DL,Delta Air Lines Inc.,BUR,"Burbank, CA: Bob Hope",27.00,6.00,1.00,0.26,4.74,0.00,0.00,1.00,1.00,205.00,44.00,11.00,150.00,0.00,0.00
2023,3,DL,Delta Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",425.00,87.00,49.14,1.50,11.79,0.00,24.57,11.00,0.00,4898.00,2993.00,132.00,639.00,0.00,1134.00
2023,3,DL,Delta Air Lines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",155.00,36.00,15.69,1.70,11.36,0.00,7.24,8.00,2.00,3251.00,2248.00,252.00,401.00,0.00,350.00
2023,3,DL,Delta Air Lines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",122.00,17.00,10.42,0.00,1.82,0.00,4.76,2.00,0.00,1465.00,1237.00,0.00,75.00,0.00,153.00
2023,3,DL,Delta Air Lines Inc.,CHA,"Chattanooga, TN: Lovell Field",86.00,10.00,6.98,0.90,0.37,0.00,1.75,0.00,0.00,412.00,188.00,18.00,22.00,0.00,184.00
2023,3,DL,Delta Air Lines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",24.00,3.00,1.91,0.95,0.04,0.00,0.11,1.00,0.00,140.00,115.00,19.00,3.00,0.00,3.00
2023,3,DL,Delta Air Lines Inc.,CHS,"Charleston, SC: Charleston AFB/International",245.00,46.00,28.79,1.43,3.41,0.00,12.37,3.00,0.00,2722.00,1614.00,103.00,250.00,0.00,755.00
2023,3,DL,Delta Air Lines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",31.00,11.00,8.42,0.21,0.79,0.00,1.58,0.00,0.00,1220.00,1086.00,11.00,41.00,0.00,82.00
2023,3,DL,Delta Air Lines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",173.00,33.00,18.64,1.51,2.70,0.00,10.15,1.00,0.00,2468.00,1373.00,348.00,112.00,0.00,635.00
2023,3,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",444.00,75.00,33.30,5.07,16.56,0.00,20.06,5.00,0.00,4363.00,1988.00,199.00,896.00,0.00,1280.00
2023,3,DL,Delta Air Lines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",204.00,30.00,16.27,1.42,4.42,0.00,7.89,7.00,1.00,1391.00,687.00,165.00,149.00,0.00,390.00
2023,3,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",645.00,128.00,60.30,1.10,24.84,0.00,41.76,12.00,0.00,9116.00,5570.00,45.00,923.00,0.00,2578.00
2023,3,DL,Delta Air Lines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",147.00,31.00,19.88,0.71,8.73,0.00,1.67,3.00,0.00,1666.00,901.00,98.00,514.00,0.00,153.00
2023,3,DL,Delta Air Lines Inc.,DAL,"Dallas, TX: Dallas Love Field",120.00,31.00,13.12,1.41,11.27,0.00,5.21,0.00,1.00,2375.00,1169.00,191.00,512.00,0.00,503.00
2023,3,DL,Delta Air Lines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",79.00,13.00,7.21,1.96,0.00,0.00,3.83,0.00,0.00,787.00,436.00,160.00,0.00,0.00,191.00
2023,3,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",694.00,156.00,83.11,5.27,38.96,0.00,28.67,15.00,1.00,8520.00,5399.00,638.00,1167.00,0.00,1316.00
2023,3,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",1083.00,284.00,102.03,4.17,115.44,0.00,62.36,26.00,0.00,13402.00,6122.00,339.00,4008.00,0.00,2933.00
2023,3,DL,Delta Air Lines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",883.00,221.00,95.52,2.98,75.45,1.00,46.05,19.00,9.00,15388.00,8758.00,651.00,3031.00,35.00,2913.00
2023,3,DL,Delta Air Lines Inc.,DLH,"Duluth, MN: Duluth International",24.00,6.00,3.89,0.00,2.11,0.00,0.00,1.00,0.00,1581.00,1531.00,0.00,50.00,0.00,0.00
2023,3,DL,Delta Air Lines Inc.,DSM,"Des Moines, IA: Des Moines International",93.00,14.00,9.69,0.00,1.56,0.00,2.75,0.00,0.00,971.00,760.00,0.00,139.00,0.00,72.00
2023,3,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",5265.00,839.00,253.34,19.56,180.61,1.00,384.49,152.00,25.00,60723.00,22922.00,4716.00,7313.00,28.00,25744.00
2023,3,DL,Delta Air Lines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",151.00,40.00,19.93,1.70,3.45,0.00,14.91,3.00,0.00,2837.00,1340.00,258.00,212.00,0.00,1027.00
2023,3,DL,Delta Air Lines Inc.,EGE,"Eagle, CO: Eagle County Regional",35.00,6.00,3.35,0.00,0.22,0.00,2.43,0.00,1.00,481.00,349.00,0.00,12.00,0.00,120.00
2023,3,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",59.00,18.00,10.29,1.00,4.56,0.00,2.15,0.00,0.00,1067.00,760.00,25.00,126.00,0.00,156.00
2023,3,DL,Delta Air Lines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",31.00,4.00,2.00,0.00,0.20,0.00,1.80,1.00,0.00,200.00,122.00,0.00,12.00,0.00,66.00
2023,3,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",519.00,116.00,46.30,4.02,41.99,0.00,23.69,13.00,0.00,5713.00,2874.00,177.00,1489.00,0.00,1173.00
2023,3,DL,Delta Air Lines Inc.,EYW,"Key West, FL: Key West International",116.00,31.00,16.81,0.00,8.30,0.00,5.89,0.00,0.00,1644.00,857.00,0.00,452.00,0.00,335.00
2023,3,DL,Delta Air Lines Inc.,FAI,"Fairbanks, AK: Fairbanks International",31.00,6.00,3.16,0.00,0.00,0.00,2.84,0.00,0.00,411.00,264.00,0.00,0.00,0.00,147.00
2023,3,DL,Delta Air Lines Inc.,FAR,"Fargo, ND: Hector International",55.00,12.00,8.45,0.86,1.65,0.00,1.04,2.00,0.00,570.00,370.00,69.00,80.00,0.00,51.00
2023,3,DL,Delta Air Lines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",31.00,10.00,6.83,0.34,0.00,0.00,2.83,1.00,0.00,873.00,564.00,61.00,0.00,0.00,248.00
2023,3,DL,Delta Air Lines Inc.,FCA,"Kalispell, MT: Glacier Park International",62.00,6.00,1.47,0.00,2.77,0.00,1.76,2.00,0.00,226.00,72.00,0.00,70.00,0.00,84.00
2023,3,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1083.00,258.00,96.34,4.32,97.26,0.00,60.08,16.00,1.00,16156.00,7318.00,349.00,4776.00,0.00,3713.00
2023,3,DL,Delta Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",62.00,16.00,9.10,0.00,4.49,0.00,2.40,3.00,0.00,605.00,387.00,0.00,111.00,0.00,107.00
2023,3,DL,Delta Air Lines Inc.,GEG,"Spokane, WA: Spokane International",217.00,50.00,24.65,2.66,9.04,0.00,13.65,4.00,0.00,2815.00,1636.00,357.00,339.00,0.00,483.00
2023,3,DL,Delta Air Lines Inc.,GFK,"Grand Forks, ND: Grand Forks International",24.00,9.00,3.67,1.23,3.96,0.00,0.15,1.00,0.00,1455.00,682.00,640.00,127.00,0.00,6.00
2023,3,DL,Delta Air Lines Inc.,GNV,"Gainesville, FL: Gainesville Regional",139.00,32.00,15.92,2.68,7.34,0.00,6.06,0.00,1.00,2566.00,1751.00,98.00,244.00,0.00,473.00
2023,3,DL,Delta Air Lines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",93.00,16.00,8.22,0.00,3.75,1.00,3.02,1.00,0.00,652.00,337.00,0.00,143.00,42.00,130.00
2023,3,DL,Delta Air Lines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",31.00,7.00,4.99,0.00,1.19,0.00,0.82,3.00,1.00,196.00,164.00,0.00,18.00,0.00,14.00
2023,3,DL,Delta Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",286.00,46.00,22.63,1.80,12.03,0.00,9.53,6.00,0.00,3963.00,2429.00,205.00,462.00,0.00,867.00
2023,3,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",199.00,39.00,28.92,1.14,2.63,0.00,6.30,4.00,0.00,1735.00,1361.00,57.00,56.00,0.00,261.00
2023,3,DL,Delta Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",225.00,46.00,31.05,3.18,3.87,0.00,7.90,2.00,0.00,2616.00,1475.00,301.00,146.00,0.00,694.00
2023,3,DL,Delta Air Lines Inc.,HDN,"Hayden, CO: Yampa Valley",35.00,9.00,5.71,0.00,2.80,0.00,0.49,1.00,1.00,398.00,255.00,0.00,121.00,0.00,22.00
2023,3,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",303.00,140.00,43.38,0.86,80.08,0.00,15.68,4.00,2.00,6734.00,2705.00,228.00,2486.00,0.00,1315.00
2023,3,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",104.00,22.00,11.18,1.52,4.78,0.00,4.52,1.00,0.00,1892.00,582.00,892.00,176.00,0.00,242.00
2023,3,DL,Delta Air Lines Inc.,HPN,"White Plains, NY: Westchester County",62.00,7.00,4.16,0.95,0.74,0.00,1.15,0.00,1.00,262.00,175.00,20.00,36.00,0.00,31.00
